,Season,Gameday,Link,TID_H,TID_A,TName_H,TName_A,FTGD,HTGD,FTHG,HTHG,HGA,AGA,Odds,Attendance,ChancesA,ChancesH,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HP3,AP3,Interval_W,Interval_L,Interval_D
2438,2013,33,2436,29,26, Braunschweig, Augsburg,-1.0,0.0,0.0,0.0,0.345454545454,0.527272727272,0.506493506494,0.968917470525,8,3,17.0,24.0,6.0,10.0,21.0,21.0,7.0,9.0,2.0,2.0,0.0,0.0,0.0,0.444,0.0,0.0,1.0
2439,2013,34,2439,0,6, Bayern Munich, Stuttgart,1.0,0.0,1.0,0.0,0.463636363636,0.4,0.904761904762,1.0,0,7,24.0,8.0,6.0,2.0,11.0,14.0,12.0,2.0,2.0,2.0,0.0,0.0,1.0,0.444,0.0,0.0,1.0
2440,2013,34,2446,2,15, Leverkusen, Werder Bremen,1.0,0.0,2.0,1.0,0.636363636364,0.49090909091,0.876923076923,1.0,2,4,14.0,8.0,6.0,2.0,16.0,9.0,8.0,4.0,2.0,0.0,0.0,0.0,0.778,0.667,0.411111111111,0.144444444444,0.444444444444
2441,2013,34,2443,3,1, Mainz, Hamburg,1.0,0.0,3.0,1.0,0.563636363636,0.445454545454,0.671448087432,1.0,8,5,13.0,20.0,6.0,7.0,14.0,14.0,4.0,8.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333333333333,0.0,0.666666666667
2442,2013,34,2440,5,9, Schalke 04, Nurnberg,3.0,2.0,4.0,2.0,0.627272727272,0.336363636364,0.866102889359,1.0,4,12,22.0,11.0,11.0,4.0,12.0,20.0,7.0,3.0,0.0,5.0,0.0,0.0,0.333,0.0,0.933333333333,0.0,0.0666666666667
2443,2013,34,2445,7,23, Hannover, Freiburg,1.0,1.0,3.0,1.0,0.527272727272,0.481818181818,0.638888888889,0.991836734694,5,7,19.0,12.0,9.0,7.0,19.0,9.0,8.0,4.0,1.0,2.0,0.0,0.0,0.778,0.444,0.311111111111,0.0,0.688888888889
2444,2013,34,2441,8,4, Wolfsburg, M'gladbach,2.0,1.0,3.0,1.0,0.654545454546,0.481818181818,0.671448087432,1.0,5,11,19.0,13.0,10.0,3.0,9.0,10.0,7.0,8.0,2.0,4.0,0.0,0.0,0.778,0.667,0.622222222222,0.0,0.377777777778
2445,2013,34,2442,14,12, Hertha, Dortmund,-4.0,-2.0,0.0,0.0,0.336363636364,0.645454545454,0.301587301587,1.0,7,4,10.0,13.0,5.0,7.0,18.0,12.0,9.0,0.0,2.0,0.0,0.0,0.0,0.444,0.778,0.544444444444,0.0,0.455555555556
2446,2013,34,2444,21,29, Hoffenheim, Braunschweig,2.0,1.0,3.0,1.0,0.645454545454,0.30909090909,0.709913506321,1.0,4,8,16.0,6.0,8.0,2.0,17.0,14.0,5.0,2.0,3.0,0.0,0.0,0.0,0.111,0.0,0.833333333333,0.0,0.166666666667
2447,2013,34,2447,26,13, Augsburg, Ein Frankfurt,1.0,0.0,2.0,1.0,0.59090909091,0.481818181818,0.76906821235,1.0,2,8,17.0,7.0,7.0,2.0,12.0,12.0,5.0,5.0,0.0,2.0,0.0,0.0,0.778,0.111,0.111111111111,0.155555555556,0.733333333333
2448,2014,1,2449,0,8, Bayern Munich, Wolfsburg,1.0,1.0,2.0,1.0,0.545454545454,0.40909090909,0.883333333333,0.946666666667,4,11,17.0,9.0,10.0,4.0,5.0,9.0,9.0,3.0,0.0,2.0,0.0,0.0,0.5,0.5,0.588888888889,0.0,0.411111111111
2449,2014,1,2450,4,6, M'gladbach, Stuttgart,0.0,0.0,1.0,0.0,0.5,0.518181818182,0.655677655678,0.929513053138,2,6,19.0,7.0,6.0,3.0,8.0,16.0,6.0,3.0,2.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0
2450,2014,1,2456,7,5, Hannover, Schalke 04,1.0,0.0,2.0,0.0,0.59090909091,0.39090909091,0.487684729064,1.0,4,4,8.0,12.0,3.0,5.0,12.0,15.0,2.0,4.0,2.0,1.0,0.0,0.0,0.5,0.5,0.222222222222,0.222222222222,0.555555555556
2451,2014,1,2452,12,2, Dortmund, Leverkusen,-2.0,-1.0,0.0,0.0,0.381818181818,0.7,0.752416116268,1.0,3,5,11.0,11.0,4.0,2.0,13.0,28.0,8.0,4.0,1.0,2.0,0.0,0.0,0.5,0.5,0.988888888889,0.0,0.0111111111111
2452,2014,1,2454,13,23, Ein Frankfurt, Freiburg,1.0,1.0,1.0,1.0,0.527272727272,0.49090909091,0.634863701578,0.897087378641,5,5,10.0,13.0,3.0,7.0,17.0,22.0,6.0,5.0,1.0,3.0,0.0,0.0,0.5,0.5,0.844444444444,0.0,0.155555555556
2453,2014,1,2453,14,15, Hertha, Werder Bremen,0.0,1.0,2.0,1.0,0.50909090909,0.518181818182,0.655677655678,0.78312794467,5,8,19.0,9.0,5.0,5.0,17.0,18.0,9.0,5.0,1.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0
2454,2014,1,2455,21,26, Hoffenheim, Augsburg,2.0,2.0,2.0,2.0,0.672727272728,0.381818181818,0.662449098313,0.78912106136,2,3,10.0,12.0,3.0,2.0,19.0,15.0,7.0,3.0,2.0,3.0,0.0,0.0,0.5,0.5,0.633333333333,0.0,0.366666666667
2455,2014,1,2451,22,1, FC Koln, Hamburg,0.0,0.0,0.0,0.0,0.554545454546,0.572727272728,0.642857142857,1.0,3,4,10.0,19.0,3.0,4.0,23.0,16.0,3.0,6.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0
2456,2014,1,2448,30,3, Paderborn, Mainz,0.0,0.0,2.0,1.0,0.572727272728,0.50909090909,0.469639468691,0.988266666667,5,4,10.0,14.0,3.0,4.0,16.0,14.0,4.0,3.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0
2457,2014,2,2458,1,30, Hamburg, Paderborn,-3.0,-1.0,0.0,0.0,0.318181818182,0.69090909091,0.730381342578,0.957070175439,7,3,13.0,15.0,4.0,7.0,16.0,16.0,8.0,3.0,0.0,0.0,0.0,0.0,0.333,0.333,0.677777777778,0.0,0.322222222222
2458,2014,2,2464,2,14, Leverkusen, Hertha,2.0,-1.0,4.0,0.0,0.645454545454,0.463636363636,0.805555555556,0.920854021847,4,10,21.0,3.0,7.0,1.0,11.0,20.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,0.333,0.177777777778,0.311111111111,0.511111111111
2459,2014,2,2461,3,7, Mainz, Hannover,0.0,0.0,0.0,0.0,0.5,0.481818181818,0.606060606061,0.813147058824,4,7,14.0,11.0,2.0,6.0,12.0,14.0,4.0,2.0,0.0,1.0,0.0,0.0,0.333,1.0,0.0,0.0,1.0
2460,2014,2,2459,5,0, Schalke 04, Bayern Munich,0.0,-1.0,1.0,0.0,0.50909090909,0.554545454546,0.271929824561,1.0,4,3,8.0,10.0,4.0,4.0,15.0,15.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2461,2014,2,2457,6,22, Stuttgart, FC Koln,-2.0,-2.0,0.0,0.0,0.327272727272,0.627272727272,0.642857142857,0.916666666667,5,3,14.0,10.0,5.0,4.0,11.0,11.0,7.0,4.0,1.0,2.0,0.0,0.0,0.333,0.333,0.755555555556,0.0,0.244444444444
2462,2014,2,2460,8,13, Wolfsburg, Ein Frankfurt,0.0,0.0,2.0,1.0,0.427272727272,0.463636363636,0.752416116268,0.9176,4,4,14.0,9.0,11.0,4.0,19.0,11.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2463,2014,2,2462,15,21, Werder Bremen, Hoffenheim,0.0,-1.0,1.0,0.0,0.518181818182,0.5,0.455357142857,0.923990498812,4,8,15.0,12.0,1.0,1.0,20.0,13.0,6.0,6.0,3.0,0.0,0.0,0.0,0.333,1.0,0.0,0.0,1.0
2464,2014,2,2463,23,4, Freiburg, M'gladbach,0.0,0.0,0.0,0.0,0.536363636364,0.463636363636,0.494281045752,1.0,2,5,17.0,9.0,4.0,3.0,11.0,13.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0
2465,2014,2,2465,26,12, Augsburg, Dortmund,-1.0,-2.0,2.0,0.0,0.381818181818,0.627272727272,0.355555555556,1.0,12,5,12.0,22.0,3.0,9.0,9.0,12.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.877777777778,0.0,0.122222222222
2466,2014,3,2467,0,6, Bayern Munich, Stuttgart,2.0,1.0,2.0,1.0,0.545454545454,0.354545454546,0.921367521368,0.946666666667,1,7,14.0,7.0,8.0,0.0,16.0,18.0,2.0,4.0,1.0,2.0,0.0,0.0,0.667,0.167,0.7,0.0,0.3
2467,2014,3,2474,2,15, Leverkusen, Werder Bremen,0.0,0.0,3.0,1.0,0.50909090909,0.418181818182,0.86013986014,1.0,5,11,26.0,8.0,9.0,5.0,14.0,20.0,6.0,4.0,4.0,2.0,0.0,0.0,1.0,0.333,0.0,0.0,1.0
2468,2014,3,2468,4,5, M'gladbach, Schalke 04,3.0,1.0,4.0,1.0,0.745454545454,0.281818181818,0.563725490196,1.0,5,10,23.0,11.0,9.0,6.0,15.0,13.0,8.0,2.0,2.0,3.0,0.0,0.0,0.333,0.167,0.811111111111,0.0,0.188888888889
2469,2014,3,2473,7,1, Hannover, Hamburg,2.0,2.0,2.0,2.0,0.654545454546,0.30909090909,0.601604278075,1.0,6,8,11.0,11.0,4.0,0.0,18.0,16.0,4.0,2.0,3.0,3.0,0.0,0.0,0.667,0.167,0.855555555556,0.0,0.144444444444
2470,2014,3,2469,12,23, Dortmund, Freiburg,2.0,2.0,3.0,2.0,0.663636363636,0.318181818182,0.883333333333,0.994210767724,3,9,15.0,4.0,6.0,3.0,10.0,14.0,3.0,5.0,1.0,4.0,0.0,0.0,0.5,0.167,0.622222222222,0.0,0.377777777778
2471,2014,3,2471,13,26, Ein Frankfurt, Augsburg,-1.0,0.0,0.0,0.0,0.454545454546,0.572727272728,0.59595959596,0.844660194175,10,4,14.0,17.0,5.0,7.0,14.0,21.0,5.0,6.0,3.0,4.0,0.0,0.0,0.667,0.0,0.455555555556,0.0,0.544444444444
2472,2014,3,2470,14,3, Hertha, Mainz,-2.0,-1.0,1.0,0.0,0.372727272728,0.527272727272,0.59595959596,0.552108350722,3,6,17.0,7.0,3.0,6.0,21.0,20.0,4.0,1.0,3.0,3.0,0.0,0.0,0.167,0.333,0.6,0.0,0.4
2473,2014,3,2472,21,8, Hoffenheim, Wolfsburg,0.0,0.0,1.0,0.0,0.527272727272,0.627272727272,0.559523809524,0.789817578773,9,5,15.0,22.0,6.0,5.0,17.0,17.0,4.0,7.0,1.0,0.0,0.0,1.0,0.667,0.167,0.0,0.0,1.0
2474,2014,3,2466,30,22, Paderborn, FC Koln,0.0,0.0,0.0,0.0,0.518181818182,0.472727272728,0.501077586207,0.999533333333,2,2,8.0,4.0,4.0,1.0,13.0,18.0,5.0,1.0,0.0,2.0,0.0,0.0,0.667,0.667,0.0,0.0,1.0
2475,2014,4,2477,1,0, Hamburg, Bayern Munich,0.0,0.0,0.0,0.0,0.545454545454,0.50909090909,0.183333333333,1.0,6,3,4.0,15.0,0.0,3.0,22.0,11.0,3.0,9.0,4.0,2.0,0.0,0.0,0.111,0.778,0.0,0.0,1.0
2476,2014,4,2481,3,12, Mainz, Dortmund,2.0,0.0,2.0,0.0,0.654545454546,0.427272727272,0.315473441109,1.0,6,4,8.0,20.0,5.0,4.0,17.0,18.0,1.0,7.0,2.0,1.0,0.0,0.0,0.556,0.667,0.266666666667,0.0,0.733333333333
2477,2014,4,2479,5,13, Schalke 04, Ein Frankfurt,0.0,-1.0,2.0,1.0,0.427272727272,0.5,0.709613629449,0.997176189631,5,4,8.0,15.0,3.0,4.0,15.0,15.0,1.0,3.0,1.0,2.0,2.0,1.0,0.111,0.444,0.0,0.0,1.0
2478,2014,4,2476,6,21, Stuttgart, Hoffenheim,-2.0,-1.0,0.0,0.0,0.4,0.60909090909,0.547058823529,0.733333333333,5,8,17.0,10.0,2.0,4.0,17.0,21.0,9.0,4.0,0.0,2.0,0.0,0.0,0.111,0.556,0.833333333333,0.0,0.166666666667
2479,2014,4,2480,8,2, Wolfsburg, Leverkusen,3.0,1.0,4.0,2.0,0.572727272728,0.4,0.5,0.927033333333,3,7,17.0,12.0,9.0,1.0,9.0,12.0,8.0,3.0,1.0,1.0,0.0,1.0,0.222,0.778,0.733333333333,0.0,0.266666666667
2480,2014,4,2478,22,4, FC Koln, M'gladbach,0.0,0.0,0.0,0.0,0.59090909091,0.545454545454,0.515151515152,1.0,2,2,10.0,9.0,7.0,1.0,15.0,13.0,4.0,3.0,2.0,2.0,0.0,0.0,0.556,0.556,0.0,0.0,1.0
2481,2014,4,2482,23,14, Freiburg, Hertha,0.0,0.0,2.0,1.0,0.59090909091,0.39090909091,0.551515151515,0.983333333333,2,6,15.0,7.0,5.0,2.0,16.0,26.0,7.0,6.0,0.0,4.0,0.0,1.0,0.111,0.111,0.0,0.0,1.0
2482,2014,4,2483,26,15, Augsburg, Werder Bremen,2.0,1.0,4.0,2.0,0.527272727272,0.427272727272,0.662449098313,0.947292889759,4,9,19.0,13.0,7.0,6.0,13.0,20.0,6.0,5.0,1.0,4.0,0.0,0.0,0.333,0.333,0.266666666667,0.122222222222,0.611111111111
2483,2014,4,2475,30,7, Paderborn, Hannover,2.0,0.0,2.0,0.0,0.572727272728,0.30909090909,0.510989010989,1.0,3,5,17.0,14.0,4.0,2.0,11.0,13.0,7.0,5.0,1.0,0.0,0.0,0.0,0.556,0.778,0.211111111111,0.0,0.788888888889
2484,2014,5,2484,0,30, Bayern Munich, Paderborn,4.0,2.0,4.0,2.0,0.7,0.30909090909,0.956456456456,0.946666666667,3,14,25.0,6.0,9.0,2.0,8.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.556,0.778,0.911111111111,0.0,0.0888888888889
2485,2014,5,2492,2,26, Leverkusen, Augsburg,1.0,1.0,1.0,1.0,0.554545454546,0.49090909091,0.755990294207,0.764018536908,4,6,17.0,11.0,3.0,4.0,13.0,13.0,6.0,7.0,3.0,2.0,0.0,0.0,0.444,0.667,0.633333333333,0.0,0.366666666667
2486,2014,5,2485,4,1, M'gladbach, Hamburg,1.0,1.0,1.0,1.0,0.572727272728,0.40909090909,0.731060606061,0.817904091835,2,8,20.0,14.0,9.0,1.0,19.0,17.0,9.0,9.0,1.0,1.0,0.0,0.0,0.556,0.111,0.722222222222,0.0,0.277777777778
2487,2014,5,2491,7,22, Hannover, FC Koln,1.0,1.0,1.0,1.0,0.536363636364,0.518181818182,0.612175102599,0.804081632653,6,4,9.0,9.0,4.0,3.0,9.0,11.0,2.0,6.0,0.0,2.0,0.0,0.0,0.444,0.556,0.933333333333,0.0,0.0666666666667
2488,2014,5,2486,12,6, Dortmund, Stuttgart,0.0,0.0,2.0,0.0,0.5,0.527272727272,0.835294117647,0.985533117632,6,8,25.0,10.0,9.0,5.0,11.0,10.0,5.0,4.0,2.0,2.0,0.0,0.0,0.667,0.0,0.0,0.0,1.0
2489,2014,5,2488,13,3, Ein Frankfurt, Mainz,0.0,-1.0,2.0,1.0,0.472727272728,0.49090909091,0.571683218742,0.856310679612,5,7,16.0,5.0,8.0,5.0,16.0,24.0,9.0,3.0,3.0,3.0,0.0,0.0,0.222,0.778,0.0,0.0,1.0
2490,2014,5,2487,14,8, Hertha, Wolfsburg,1.0,1.0,1.0,1.0,0.5,0.381818181818,0.47619047619,0.470451592582,2,3,3.0,13.0,3.0,3.0,15.0,10.0,6.0,5.0,3.0,2.0,0.0,0.0,0.111,0.556,0.611111111111,0.0,0.388888888889
2491,2014,5,2490,15,5, Werder Bremen, Schalke 04,-3.0,0.0,0.0,0.0,0.436363636364,0.6,0.504201680672,0.953420427553,8,6,12.0,11.0,4.0,4.0,17.0,15.0,6.0,5.0,4.0,3.0,0.0,0.0,0.222,0.222,0.466666666667,0.0,0.533333333333
2492,2014,5,2489,21,23, Hoffenheim, Freiburg,0.0,-1.0,3.0,1.0,0.545454545454,0.5,0.742283950617,0.824941956882,5,14,18.0,6.0,8.0,4.0,20.0,14.0,4.0,3.0,3.0,3.0,0.0,1.0,0.556,0.222,0.0,0.0,1.0
2493,2014,6,2495,1,13, Hamburg, Ein Frankfurt,-1.0,-1.0,1.0,0.0,0.445454545454,0.445454545454,0.630662020906,0.835842105263,2,5,14.0,7.0,6.0,4.0,21.0,18.0,8.0,3.0,2.0,2.0,0.0,0.0,0.111,0.222,0.155555555556,0.0,0.844444444444
2494,2014,6,2499,3,21, Mainz, Hoffenheim,0.0,0.0,0.0,0.0,0.527272727272,0.481818181818,0.563725490196,0.844970588235,5,2,10.0,13.0,3.0,3.0,13.0,25.0,5.0,4.0,1.0,2.0,0.0,0.0,0.778,0.556,0.0,0.0,1.0
2495,2014,6,2497,5,12, Schalke 04, Dortmund,1.0,1.0,2.0,2.0,0.581818181818,0.454545454546,0.433006535948,0.986768431414,4,5,11.0,17.0,6.0,5.0,15.0,15.0,3.0,9.0,1.0,1.0,0.0,0.0,0.444,0.444,0.888888888889,0.0,0.111111111111
2496,2014,6,2494,6,7, Stuttgart, Hannover,1.0,0.0,1.0,0.0,0.527272727272,0.463636363636,0.655677655678,0.675,3,5,12.0,12.0,6.0,4.0,16.0,16.0,8.0,1.0,3.0,2.0,0.0,0.0,0.111,0.667,0.233333333333,0.0,0.766666666667
2497,2014,6,2498,8,15, Wolfsburg, Werder Bremen,1.0,0.0,2.0,1.0,0.554545454546,0.427272727272,0.782140107775,0.970566666667,5,6,18.0,8.0,8.0,3.0,11.0,12.0,8.0,5.0,0.0,0.0,0.0,0.0,0.444,0.111,0.611111111111,0.0,0.388888888889
2498,2014,6,2496,22,0, FC Koln, Bayern Munich,-2.0,-1.0,0.0,0.0,0.445454545454,0.618181818182,0.233333333333,1.0,10,1,8.0,21.0,3.0,8.0,6.0,6.0,2.0,11.0,0.0,0.0,0.0,0.0,0.222,0.778,0.788888888889,0.0,0.211111111111
2499,2014,6,2500,23,2, Freiburg, Leverkusen,0.0,0.0,0.0,0.0,0.50909090909,0.554545454546,0.371428571429,0.979166666667,8,2,8.0,16.0,3.0,8.0,21.0,24.0,5.0,3.0,2.0,4.0,1.0,1.0,0.222,0.444,0.0,0.0,1.0
2500,2014,6,2501,26,14, Augsburg, Hertha,1.0,1.0,1.0,1.0,0.554545454546,0.4,0.630662020906,0.930593607306,2,5,8.0,10.0,3.0,3.0,18.0,20.0,3.0,9.0,2.0,4.0,0.0,0.0,0.667,0.444,0.7,0.0,0.3
2501,2014,6,2493,30,4, Paderborn, M'gladbach,-1.0,-2.0,1.0,0.0,0.481818181818,0.618181818182,0.445887445887,1.0,4,3,24.0,11.0,8.0,4.0,9.0,18.0,9.0,0.0,1.0,1.0,0.0,0.0,0.444,0.778,0.911111111111,0.0,0.0888888888889
2502,2014,7,2502,0,7, Bayern Munich, Hannover,4.0,3.0,4.0,3.0,0.7,0.281818181818,0.943779281624,0.946666666667,2,12,23.0,6.0,9.0,3.0,4.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.778,0.333,0.933333333333,0.0,0.0666666666667
2503,2014,7,2510,2,30, Leverkusen, Paderborn,0.0,0.0,2.0,1.0,0.481818181818,0.463636363636,0.847117794486,1.0,3,8,21.0,8.0,10.0,5.0,25.0,18.0,9.0,2.0,3.0,3.0,0.0,1.0,0.444,0.333,0.0,0.0,1.0
2504,2014,7,2503,4,3, M'gladbach, Mainz,0.0,0.0,1.0,1.0,0.527272727272,0.5,0.679429429429,0.932845769302,2,6,18.0,8.0,10.0,2.0,12.0,12.0,2.0,3.0,0.0,3.0,0.0,0.0,0.778,0.556,0.0,0.0,1.0
2505,2014,7,2505,8,26, Wolfsburg, Augsburg,1.0,0.0,1.0,0.0,0.49090909091,0.49090909091,0.719814241486,0.8578,4,3,15.0,7.0,4.0,1.0,15.0,13.0,4.0,1.0,0.0,2.0,0.0,0.0,0.667,0.667,0.355555555556,0.0,0.644444444444
2506,2014,7,2504,12,1, Dortmund, Hamburg,-1.0,-1.0,0.0,0.0,0.381818181818,0.654545454546,0.847117794486,1.0,6,4,17.0,10.0,3.0,5.0,10.0,19.0,8.0,4.0,2.0,4.0,0.0,0.0,0.111,0.111,0.611111111111,0.0,0.388888888889
2507,2014,7,2507,13,22, Ein Frankfurt, FC Koln,1.0,0.0,3.0,1.0,0.527272727272,0.418181818182,0.591032608696,1.0,6,8,19.0,12.0,8.0,7.0,10.0,15.0,6.0,2.0,1.0,1.0,0.0,0.0,0.556,0.111,0.244444444444,0.322222222222,0.433333333333
2508,2014,7,2506,14,6, Hertha, Stuttgart,1.0,0.0,3.0,1.0,0.581818181818,0.454545454546,0.591503267974,0.607792957728,6,7,12.0,9.0,9.0,2.0,18.0,15.0,3.0,7.0,2.0,2.0,0.0,0.0,0.444,0.444,0.288888888889,0.188888888889,0.522222222222
2509,2014,7,2509,15,23, Werder Bremen, Freiburg,0.0,0.0,1.0,1.0,0.418181818182,0.481818181818,0.567226890756,0.95080760095,7,5,18.0,7.0,7.0,3.0,13.0,14.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0
2510,2014,7,2508,21,5, Hoffenheim, Schalke 04,1.0,2.0,2.0,2.0,0.7,0.381818181818,0.573671497585,0.995024875622,7,14,20.0,13.0,8.0,3.0,18.0,16.0,5.0,3.0,3.0,4.0,0.0,1.0,0.556,0.778,0.855555555556,0.0,0.144444444444
2511,2014,8,2514,0,15, Bayern Munich, Werder Bremen,6.0,4.0,6.0,4.0,0.754545454546,0.081818181818,0.954545454545,0.946666666667,0,11,19.0,0.0,6.0,0.0,10.0,12.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.111,0.777777777778,0.0,0.222222222222
2512,2014,8,2513,1,21, Hamburg, Hoffenheim,0.0,0.0,1.0,1.0,0.536363636364,0.563636363636,0.563725490196,0.859701754386,6,8,17.0,9.0,6.0,4.0,16.0,24.0,5.0,2.0,1.0,3.0,0.0,0.0,0.333,0.556,0.0,0.0,1.0
2513,2014,8,2517,3,26, Mainz, Augsburg,1.0,2.0,2.0,2.0,0.563636363636,0.40909090909,0.581841432225,0.814323529412,5,6,8.0,15.0,6.0,6.0,15.0,14.0,4.0,6.0,3.0,2.0,0.0,0.0,0.333,0.333,0.777777777778,0.0,0.222222222222
2514,2014,8,2516,5,14, Schalke 04, Hertha,2.0,1.0,2.0,1.0,0.627272727272,0.427272727272,0.730381342578,1.0,3,4,7.0,15.0,3.0,4.0,21.0,21.0,0.0,5.0,1.0,1.0,0.0,0.0,0.667,0.667,0.788888888889,0.0,0.211111111111
2515,2014,8,2512,6,2, Stuttgart, Leverkusen,0.0,-3.0,3.0,0.0,0.372727272728,0.4,0.436974789916,0.681666666667,10,6,13.0,17.0,6.0,6.0,14.0,19.0,6.0,7.0,3.0,2.0,0.0,0.0,0.444,0.556,0.0,0.0,1.0
2516,2014,8,2518,7,4, Hannover, M'gladbach,-3.0,-1.0,0.0,0.0,0.336363636364,0.627272727272,0.469639468691,1.0,7,2,11.0,10.0,4.0,4.0,15.0,16.0,7.0,2.0,1.0,1.0,0.0,0.0,0.333,0.778,0.844444444444,0.0,0.155555555556
2517,2014,8,2515,22,12, FC Koln, Dortmund,1.0,1.0,2.0,1.0,0.581818181818,0.427272727272,0.325,1.0,4,3,5.0,16.0,2.0,3.0,11.0,14.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,0.111,0.266666666667,0.0,0.733333333333
2518,2014,8,2519,23,8, Freiburg, Wolfsburg,-1.0,-1.0,1.0,0.0,0.436363636364,0.545454545454,0.428571428571,0.979166666667,9,5,14.0,15.0,7.0,8.0,11.0,18.0,6.0,2.0,1.0,1.0,0.0,0.0,0.333,0.667,0.911111111111,0.0,0.0888888888889
2519,2014,8,2511,30,13, Paderborn, Ein Frankfurt,2.0,0.0,3.0,0.0,0.5,0.463636363636,0.547058823529,1.0,3,7,14.0,11.0,5.0,3.0,10.0,13.0,3.0,4.0,0.0,1.0,0.0,0.0,0.111,0.778,0.122222222222,0.1,0.777777777778
2520,2014,9,2527,2,5, Leverkusen, Schalke 04,1.0,0.0,1.0,0.0,0.59090909091,0.4,0.720753614722,1.0,2,6,24.0,4.0,7.0,1.0,8.0,17.0,8.0,3.0,1.0,4.0,1.0,0.0,0.333,0.667,0.411111111111,0.0,0.588888888889
2521,2014,9,2520,4,0, M'gladbach, Bayern Munich,0.0,0.0,0.0,0.0,0.636363636364,0.6,0.230263157895,1.0,7,7,11.0,20.0,5.0,5.0,8.0,11.0,4.0,10.0,1.0,3.0,0.0,0.0,0.778,1.0,0.0,0.0,1.0
2522,2014,9,2522,8,3, Wolfsburg, Mainz,3.0,1.0,3.0,1.0,0.672727272728,0.345454545454,0.730381342578,0.8746,3,16,24.0,16.0,12.0,4.0,16.0,15.0,10.0,3.0,1.0,3.0,0.0,0.0,1.0,0.556,0.833333333333,0.0,0.166666666667
2523,2014,9,2521,12,7, Dortmund, Hannover,-1.0,0.0,0.0,0.0,0.40909090909,0.518181818182,0.896595208071,1.0,4,8,17.0,7.0,4.0,3.0,13.0,18.0,14.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.311111111111,0.0,0.688888888889
2524,2014,9,2524,13,6, Ein Frankfurt, Stuttgart,-1.0,-1.0,4.0,1.0,0.3,0.481818181818,0.591503267974,0.965048543689,9,10,21.0,20.0,13.0,10.0,17.0,18.0,3.0,9.0,5.0,3.0,1.0,0.0,0.667,0.444,0.344444444444,0.322222222222,0.333333333333
2525,2014,9,2523,14,1, Hertha, Hamburg,3.0,0.0,3.0,0.0,0.645454545454,0.263636363636,0.601604278075,0.771263960523,2,8,15.0,10.0,6.0,3.0,15.0,21.0,4.0,1.0,0.0,2.0,0.0,0.0,0.333,0.444,0.344444444444,0.0,0.655555555556
2526,2014,9,2526,15,22, Werder Bremen, FC Koln,-1.0,0.0,0.0,0.0,0.3,0.536363636364,0.539215686275,1.0,4,2,11.0,10.0,4.0,4.0,19.0,12.0,8.0,1.0,3.0,0.0,0.0,0.0,0.111,0.333,0.344444444444,0.0,0.655555555556
2527,2014,9,2525,21,30, Hoffenheim, Paderborn,1.0,0.0,1.0,0.0,0.572727272728,0.563636363636,0.732757391726,0.8528026534,3,8,19.0,11.0,5.0,1.0,14.0,15.0,6.0,4.0,2.0,3.0,0.0,0.0,0.556,0.444,0.188888888889,0.0,0.811111111111
2528,2014,9,2528,26,23, Augsburg, Freiburg,2.0,1.0,2.0,1.0,0.581818181818,0.227272727272,0.685336976321,0.92380952381,1,9,15.0,10.0,4.0,3.0,17.0,13.0,2.0,5.0,3.0,1.0,0.0,0.0,0.333,0.222,0.877777777778,0.0,0.122222222222
2529,2014,10,2532,0,12, Bayern Munich, Dortmund,1.0,-1.0,2.0,0.0,0.618181818182,0.60909090909,0.805555555556,0.946666666667,4,10,25.0,10.0,14.0,4.0,13.0,5.0,9.0,2.0,1.0,2.0,0.0,0.0,0.778,0.0,0.0555555555556,0.455555555556,0.488888888889
2530,2014,10,2531,1,2, Hamburg, Leverkusen,1.0,1.0,1.0,1.0,0.518181818182,0.381818181818,0.436974789916,0.929649122807,1,2,5.0,11.0,1.0,2.0,29.0,25.0,1.0,3.0,6.0,3.0,0.0,0.0,0.444,0.556,0.711111111111,0.0,0.288888888889
2531,2014,10,2536,3,15, Mainz, Werder Bremen,-1.0,0.0,1.0,1.0,0.481818181818,0.527272727272,0.703034682081,0.912264705882,6,6,21.0,9.0,3.0,7.0,17.0,15.0,8.0,1.0,4.0,3.0,0.0,0.0,0.444,0.111,0.455555555556,0.466666666667,0.0777777777778
